zone,technology,measure,costs,value,unit
BT,wind_onshore,capacity,,11686.69223,MW
BT,wind_onshore,capacity_factor,,0.1531813275941592,
BT,wind_onshore,capture_price,,44.295672779625335,EUR/MWh
BT,wind_onshore,capture_rate,,0.7734582774753423,
BT,wind_onshore,charge_capacity,,0.0,MW
BT,wind_onshore,costs,fixed_costs,0.0,EUR
BT,wind_onshore,costs,investment_costs,0.0,EUR
BT,wind_onshore,costs,variable_costs,0.0,EUR
BT,wind_onshore,curtail,,9977207.887576452,MWh
BT,wind_onshore,energy_capacity,,0.0,MW
BT,wind_onshore,generation,,15682003.35134753,MWh
BT,wind_onshore,new_capacity,,0.0,MW
BT,wind_onshore,new_charge_capacity,,0.0,MW
BT,wind_onshore,new_energy_capacity,,0.0,MW
BT,wind_onshore,retired_capacity,,0.0,MW
BT,wind_onshore,retired_charge_capacity,,0.0,MW
BT,wind_onshore,retired_energy_capacity,,0.0,MW
BT,wind_onshore_new,capacity,,0.0,MW
BT,wind_onshore_new,capacity_factor,,0.0,
BT,wind_onshore_new,capture_price,,,EUR/MWh
BT,wind_onshore_new,capture_rate,,,
BT,wind_onshore_new,charge_capacity,,0.0,MW
BT,wind_onshore_new,costs,fixed_costs,0.0,EUR
BT,wind_onshore_new,costs,investment_costs,0.0,EUR
BT,wind_onshore_new,costs,variable_costs,0.0,EUR
BT,wind_onshore_new,curtail,,0.0,MWh
BT,wind_onshore_new,energy_capacity,,0.0,MW
BT,wind_onshore_new,generation,,0.0,MWh
BT,wind_onshore_new,new_capacity,,0.0,MW
BT,wind_onshore_new,new_charge_capacity,,0.0,MW
BT,wind_onshore_new,new_energy_capacity,,0.0,MW
BT,wind_onshore_new,retired_capacity,,0.0,MW
BT,wind_onshore_new,retired_charge_capacity,,0.0,MW
BT,wind_onshore_new,retired_energy_capacity,,0.0,MW
BT,,net_export,,3737530.822302429,MWh
BT,,prices,,57.26963440641111,EUR/MWh
BT,,zone_costs,import_costs,81697362.60238954,EUR
BT,,zone_costs,fixed_costs,0.0,EUR
BT,,zone_costs,investment_costs,0.0,EUR
BT,,zone_costs,variable_costs,0.0,EUR
BT,,zone_demand,,31905926.769949146,MWh
DE,EV_flexload,demand,,0.0,MWh
DE,EV_flexload,demand_capture_price,,,EUR/MWh
DE,EV_flexload,demand_capture_rate,,,
DE,EV_flexload,demand_curtail,,0.0,
DE,EV_load,demand,,51387617.19,MWh
DE,EV_load,demand_capture_price,,114.55011963027655,EUR/MWh
DE,EV_load,demand_capture_rate,,1.197430641900866,
DE,EV_load,demand_curtail,,1.0,
DE,battery_storage,capacity,,32106.29899,MW
DE,battery_storage,capacity_factor,,0.0,
DE,battery_storage,capture_price,,75.78333018713798,EUR/MWh
DE,battery_storage,capture_rate,,0.7921884499489006,
DE,battery_storage,charge_capacity,,0.0,MW
DE,battery_storage,costs,fixed_costs,0.0,EUR
DE,battery_storage,costs,investment_costs,0.0,EUR
DE,battery_storage,costs,variable_costs,0.0,EUR
DE,battery_storage,curtail,,0.0,MWh
DE,battery_storage,demand,,78635497.40583834,MWh
DE,battery_storage,demand_capture_price,,19.878647405906136,EUR/MWh
DE,battery_storage,demand_capture_rate,,0.2077981376204845,
DE,battery_storage,demand_curtail,,inf,
DE,battery_storage,energy_capacity,,216694.1364,MW
DE,battery_storage,generation,,63694752.89872904,MWh
DE,battery_storage,new_capacity,,0.0,MW
DE,battery_storage,new_charge_capacity,,0.0,MW
DE,battery_storage,new_energy_capacity,,0.0,MW
DE,battery_storage,retired_capacity,,0.0,MW
DE,battery_storage,retired_charge_capacity,,0.0,MW
DE,battery_storage,retired_energy_capacity,,0.0,MW
DE,biogas_OC,capacity,,0.0,MW
DE,biogas_OC,capacity_factor,,0.0,
DE,biogas_OC,capture_price,,,EUR/MWh
DE,biogas_OC,capture_rate,,,
DE,biogas_OC,charge_capacity,,0.0,MW
DE,biogas_OC,costs,fixed_costs,0.0,EUR
DE,biogas_OC,costs,investment_costs,0.0,EUR
DE,biogas_OC,costs,variable_costs,0.0,EUR
DE,biogas_OC,curtail,,0.0,MWh
DE,biogas_OC,energy_capacity,,0.0,MW
DE,biogas_OC,generation,,0.0,MWh
DE,biogas_OC,new_capacity,,0.0,MW
DE,biogas_OC,new_charge_capacity,,0.0,MW
DE,biogas_OC,new_energy_capacity,,0.0,MW
DE,biogas_OC,retired_capacity,,0.0,MW
DE,biogas_OC,retired_charge_capacity,,0.0,MW
DE,biogas_OC,retired_energy_capacity,,0.0,MW
DE,biomass,capacity,,0.0,MW
DE,biomass,capacity_factor,,0.0,
DE,biomass,capture_price,,,EUR/MWh
DE,biomass,capture_rate,,,
DE,biomass,charge_capacity,,0.0,MW
DE,biomass,costs,fixed_costs,0.0,EUR
DE,biomass,costs,investment_costs,0.0,EUR
DE,biomass,costs,variable_costs,0.0,EUR
DE,biomass,curtail,,0.0,MWh
DE,biomass,energy_capacity,,0.0,MW
DE,biomass,generation,,0.0,MWh
DE,biomass,new_capacity,,0.0,MW
DE,biomass,new_charge_capacity,,0.0,MW
DE,biomass,new_energy_capacity,,0.0,MW
DE,biomass,retired_capacity,,0.0,MW
DE,biomass,retired_charge_capacity,,0.0,MW
DE,biomass,retired_energy_capacity,,0.0,MW
DE,biomass_CCS,capacity,,0.0,MW
DE,biomass_CCS,capacity_factor,,0.0,
DE,biomass_CCS,capture_price,,,EUR/MWh
DE,biomass_CCS,capture_rate,,,
DE,biomass_CCS,charge_capacity,,0.0,MW
DE,biomass_CCS,costs,fixed_costs,0.0,EUR
DE,biomass_CCS,costs,investment_costs,0.0,EUR
DE,biomass_CCS,costs,variable_costs,0.0,EUR
DE,biomass_CCS,curtail,,0.0,MWh
DE,biomass_CCS,energy_capacity,,0.0,MW
DE,biomass_CCS,generation,,0.0,MWh
DE,biomass_CCS,new_capacity,,0.0,MW
DE,biomass_CCS,new_charge_capacity,,0.0,MW
DE,biomass_CCS,new_energy_capacity,,0.0,MW
DE,biomass_CCS,retired_capacity,,0.0,MW
DE,biomass_CCS,retired_charge_capacity,,0.0,MW
DE,biomass_CCS,retired_energy_capacity,,0.0,MW
DE,coal_hard,capacity,,0.0,MW
DE,coal_hard,capacity_factor,,0.0,
DE,coal_hard,capture_price,,,EUR/MWh
DE,coal_hard,capture_rate,,,
DE,coal_hard,charge_capacity,,0.0,MW
DE,coal_hard,costs,fixed_costs,0.0,EUR
DE,coal_hard,costs,investment_costs,0.0,EUR
DE,coal_hard,costs,variable_costs,0.0,EUR
DE,coal_hard,curtail,,0.0,MWh
DE,coal_hard,energy_capacity,,0.0,MW
DE,coal_hard,generation,,0.0,MWh
DE,coal_hard,new_capacity,,0.0,MW
DE,coal_hard,new_charge_capacity,,0.0,MW
DE,coal_hard,new_energy_capacity,,0.0,MW
DE,coal_hard,retired_capacity,,0.0,MW
DE,coal_hard,retired_charge_capacity,,0.0,MW
DE,coal_hard,retired_energy_capacity,,0.0,MW
DE,coal_hard_CCS,capacity,,0.0,MW
DE,coal_hard_CCS,capacity_factor,,0.0,
DE,coal_hard_CCS,capture_price,,,EUR/MWh
DE,coal_hard_CCS,capture_rate,,,
DE,coal_hard_CCS,charge_capacity,,0.0,MW
DE,coal_hard_CCS,costs,fixed_costs,0.0,EUR
DE,coal_hard_CCS,costs,investment_costs,0.0,EUR
DE,coal_hard_CCS,costs,variable_costs,0.0,EUR
DE,coal_hard_CCS,curtail,,0.0,MWh
DE,coal_hard_CCS,energy_capacity,,0.0,MW
DE,coal_hard_CCS,generation,,0.0,MWh
DE,coal_hard_CCS,new_capacity,,0.0,MW
DE,coal_hard_CCS,new_charge_capacity,,0.0,MW
DE,coal_hard_CCS,new_energy_capacity,,0.0,MW
DE,coal_hard_CCS,retired_capacity,,0.0,MW
DE,coal_hard_CCS,retired_charge_capacity,,0.0,MW
DE,coal_hard_CCS,retired_energy_capacity,,0.0,MW
DE,coal_hard_CCS_retrofit,capacity,,0.0,MW
DE,coal_hard_CCS_retrofit,capacity_factor,,0.0,
DE,coal_hard_CCS_retrofit,capture_price,,,EUR/MWh
DE,coal_hard_CCS_retrofit,capture_rate,,,
DE,coal_hard_CCS_retrofit,charge_capacity,,0.0,MW
DE,coal_hard_CCS_retrofit,costs,fixed_costs,0.0,EUR
DE,coal_hard_CCS_retrofit,costs,investment_costs,0.0,EUR
DE,coal_hard_CCS_retrofit,costs,variable_costs,0.0,EUR
DE,coal_hard_CCS_retrofit,curtail,,0.0,MWh
DE,coal_hard_CCS_retrofit,energy_capacity,,0.0,MW
DE,coal_hard_CCS_retrofit,generation,,0.0,MWh
DE,coal_hard_CCS_retrofit,new_capacity,,0.0,MW
DE,coal_hard_CCS_retrofit,new_charge_capacity,,0.0,MW
DE,coal_hard_CCS_retrofit,new_energy_capacity,,0.0,MW
DE,coal_hard_CCS_retrofit,retired_capacity,,0.0,MW
DE,coal_hard_CCS_retrofit,retired_charge_capacity,,0.0,MW
DE,coal_hard_CCS_retrofit,retired_energy_capacity,,0.0,MW
DE,coal_lignite,capacity,,0.0,MW
DE,coal_lignite,capacity_factor,,0.0,
DE,coal_lignite,capture_price,,,EUR/MWh
DE,coal_lignite,capture_rate,,,
DE,coal_lignite,charge_capacity,,0.0,MW
DE,coal_lignite,costs,fixed_costs,0.0,EUR
DE,coal_lignite,costs,investment_costs,0.0,EUR
DE,coal_lignite,costs,variable_costs,0.0,EUR
DE,coal_lignite,curtail,,0.0,MWh
DE,coal_lignite,energy_capacity,,0.0,MW
DE,coal_lignite,generation,,0.0,MWh
DE,coal_lignite,new_capacity,,0.0,MW
DE,coal_lignite,new_charge_capacity,,0.0,MW
DE,coal_lignite,new_energy_capacity,,0.0,MW
DE,coal_lignite,retired_capacity,,0.0,MW
DE,coal_lignite,retired_charge_capacity,,0.0,MW
DE,coal_lignite,retired_energy_capacity,,0.0,MW
DE,coal_lignite_CCS,capacity,,0.0,MW
DE,coal_lignite_CCS,capacity_factor,,0.0,
DE,coal_lignite_CCS,capture_price,,,EUR/MWh
DE,coal_lignite_CCS,capture_rate,,,
DE,coal_lignite_CCS,charge_capacity,,0.0,MW
DE,coal_lignite_CCS,costs,fixed_costs,0.0,EUR
DE,coal_lignite_CCS,costs,investment_costs,0.0,EUR
DE,coal_lignite_CCS,costs,variable_costs,0.0,EUR
DE,coal_lignite_CCS,curtail,,0.0,MWh
DE,coal_lignite_CCS,energy_capacity,,0.0,MW
DE,coal_lignite_CCS,generation,,0.0,MWh
DE,coal_lignite_CCS,new_capacity,,0.0,MW
DE,coal_lignite_CCS,new_charge_capacity,,0.0,MW
DE,coal_lignite_CCS,new_energy_capacity,,0.0,MW
DE,coal_lignite_CCS,retired_capacity,,0.0,MW
DE,coal_lignite_CCS,retired_charge_capacity,,0.0,MW
DE,coal_lignite_CCS,retired_energy_capacity,,0.0,MW
DE,electrolyser_flexload,demand,,145515670.62414938,MWh
DE,electrolyser_flexload,demand_capture_price,,79.21454401614166,EUR/MWh
DE,electrolyser_flexload,demand_capture_rate,,0.8280560735797104,
DE,electrolyser_flexload,demand_curtail,,1.042431588609451,
DE,electrolyser_load,demand,,34642827.131467454,MWh
DE,electrolyser_load,demand_capture_price,,93.27010232815591,EUR/MWh
DE,electrolyser_load,demand_capture_rate,,0.974983516922003,
DE,electrolyser_load,demand_curtail,,0.9926842152699138,
DE,gas_CC,capacity,,0.0,MW
DE,gas_CC,capacity_factor,,0.0,
DE,gas_CC,capture_price,,,EUR/MWh
DE,gas_CC,capture_rate,,,
DE,gas_CC,charge_capacity,,0.0,MW
DE,gas_CC,costs,fixed_costs,0.0,EUR
DE,gas_CC,costs,investment_costs,0.0,EUR
DE,gas_CC,costs,variable_costs,0.0,EUR
DE,gas_CC,curtail,,0.0,MWh
DE,gas_CC,energy_capacity,,0.0,MW
DE,gas_CC,generation,,0.0,MWh
DE,gas_CC,new_capacity,,0.0,MW
DE,gas_CC,new_charge_capacity,,0.0,MW
DE,gas_CC,new_energy_capacity,,0.0,MW
DE,gas_CC,retired_capacity,,0.0,MW
DE,gas_CC,retired_charge_capacity,,0.0,MW
DE,gas_CC,retired_energy_capacity,,0.0,MW
DE,gas_CC_CCS,capacity,,25484.84805,MW
DE,gas_CC_CCS,capacity_factor,,0.5359882928770776,
DE,gas_CC_CCS,capture_price,,146.83792281851686,EUR/MWh
DE,gas_CC_CCS,capture_rate,,1.5349458275859678,
DE,gas_CC_CCS,charge_capacity,,0.0,MW
DE,gas_CC_CCS,costs,fixed_costs,0.0,EUR
DE,gas_CC_CCS,costs,investment_costs,0.0,EUR
DE,gas_CC_CCS,costs,variable_costs,8264639412.074594,EUR
DE,gas_CC_CCS,curtail,,0.0,MWh
DE,gas_CC_CCS,energy_capacity,,0.0,MW
DE,gas_CC_CCS,generation,,119657922.55683172,MWh
DE,gas_CC_CCS,new_capacity,,0.0,MW
DE,gas_CC_CCS,new_charge_capacity,,0.0,MW
DE,gas_CC_CCS,new_energy_capacity,,0.0,MW
DE,gas_CC_CCS,retired_capacity,,0.0,MW
DE,gas_CC_CCS,retired_charge_capacity,,0.0,MW
DE,gas_CC_CCS,retired_energy_capacity,,0.0,MW
DE,gas_CC_CCS_retrofit,capacity,,21982.60776,MW
DE,gas_CC_CCS_retrofit,capacity_factor,,0.5181350963613144,
DE,gas_CC_CCS_retrofit,capture_price,,150.83505598265324,EUR/MWh
DE,gas_CC_CCS_retrofit,capture_rate,,1.5767291949533997,
DE,gas_CC_CCS_retrofit,charge_capacity,,0.0,MW
DE,gas_CC_CCS_retrofit,costs,fixed_costs,0.0,EUR
DE,gas_CC_CCS_retrofit,costs,investment_costs,0.0,EUR
DE,gas_CC_CCS_retrofit,costs,variable_costs,6891420952.328603,EUR
DE,gas_CC_CCS_retrofit,curtail,,0.0,MWh
DE,gas_CC_CCS_retrofit,energy_capacity,,0.0,MW
DE,gas_CC_CCS_retrofit,generation,,99776054.76840666,MWh
DE,gas_CC_CCS_retrofit,new_capacity,,0.0,MW
DE,gas_CC_CCS_retrofit,new_charge_capacity,,0.0,MW
DE,gas_CC_CCS_retrofit,new_energy_capacity,,0.0,MW
DE,gas_CC_CCS_retrofit,retired_capacity,,0.0,MW
DE,gas_CC_CCS_retrofit,retired_charge_capacity,,0.0,MW
DE,gas_CC_CCS_retrofit,retired_energy_capacity,,0.0,MW
DE,gas_CC_existing,capacity,,0.0,MW
DE,gas_CC_existing,capacity_factor,,0.0,
DE,gas_CC_existing,capture_price,,,EUR/MWh
DE,gas_CC_existing,capture_rate,,,
DE,gas_CC_existing,charge_capacity,,0.0,MW
DE,gas_CC_existing,costs,fixed_costs,0.0,EUR
DE,gas_CC_existing,costs,investment_costs,0.0,EUR
DE,gas_CC_existing,costs,variable_costs,0.0,EUR
DE,gas_CC_existing,curtail,,0.0,MWh
DE,gas_CC_existing,energy_capacity,,0.0,MW
DE,gas_CC_existing,generation,,0.0,MWh
DE,gas_CC_existing,new_capacity,,0.0,MW
DE,gas_CC_existing,new_charge_capacity,,0.0,MW
DE,gas_CC_existing,new_energy_capacity,,0.0,MW
DE,gas_CC_existing,retired_capacity,,0.0,MW
DE,gas_CC_existing,retired_charge_capacity,,0.0,MW
DE,gas_CC_existing,retired_energy_capacity,,0.0,MW
DE,gas_OC,capacity,,0.0,MW
DE,gas_OC,capacity_factor,,0.0,
DE,gas_OC,capture_price,,,EUR/MWh
DE,gas_OC,capture_rate,,,
DE,gas_OC,charge_capacity,,0.0,MW
DE,gas_OC,costs,fixed_costs,0.0,EUR
DE,gas_OC,costs,investment_costs,0.0,EUR
DE,gas_OC,costs,variable_costs,0.0,EUR
DE,gas_OC,curtail,,0.0,MWh
DE,gas_OC,energy_capacity,,0.0,MW
DE,gas_OC,generation,,0.0,MWh
DE,gas_OC,new_capacity,,0.0,MW
DE,gas_OC,new_charge_capacity,,0.0,MW
DE,gas_OC,new_energy_capacity,,0.0,MW
DE,gas_OC,retired_capacity,,0.0,MW
DE,gas_OC,retired_charge_capacity,,0.0,MW
DE,gas_OC,retired_energy_capacity,,0.0,MW
DE,gas_OC_existing,capacity,,0.0,MW
DE,gas_OC_existing,capacity_factor,,0.0,
DE,gas_OC_existing,capture_price,,,EUR/MWh
DE,gas_OC_existing,capture_rate,,,
DE,gas_OC_existing,charge_capacity,,0.0,MW
DE,gas_OC_existing,costs,fixed_costs,0.0,EUR
DE,gas_OC_existing,costs,investment_costs,0.0,EUR
DE,gas_OC_existing,costs,variable_costs,0.0,EUR
DE,gas_OC_existing,curtail,,0.0,MWh
DE,gas_OC_existing,energy_capacity,,0.0,MW
DE,gas_OC_existing,generation,,0.0,MWh
DE,gas_OC_existing,new_capacity,,0.0,MW
DE,gas_OC_existing,new_charge_capacity,,0.0,MW
DE,gas_OC_existing,new_energy_capacity,,0.0,MW
DE,gas_OC_existing,retired_capacity,,0.0,MW
DE,gas_OC_existing,retired_charge_capacity,,0.0,MW
DE,gas_OC_existing,retired_energy_capacity,,0.0,MW
DE,heating_sanitary_flexload,demand,,23636769.48382555,MWh
DE,heating_sanitary_flexload,demand_capture_price,,61.88697582699432,EUR/MWh
DE,heating_sanitary_flexload,demand_capture_rate,,0.6469252186641499,
DE,heating_sanitary_flexload,demand_curtail,,1.0000000289305848,
DE,heating_sanitary_load,demand,,23506170.961893376,MWh
DE,heating_sanitary_load,demand_capture_price,,96.34248216374898,EUR/MWh
DE,heating_sanitary_load,demand_capture_rate,,1.007100129026571,
DE,heating_sanitary_load,demand_curtail,,0.9944748015597366,
DE,heating_space_flexload,demand,,114460536.824766,MWh
DE,heating_space_flexload,demand_capture_price,,131.18075938369847,EUR/MWh
DE,heating_space_flexload,demand_capture_rate,,1.3712762712152384,
DE,heating_space_flexload,demand_curtail,,1.6579566374131276,
DE,heating_space_load,demand,,68267654.39835285,MWh
DE,heating_space_load,demand_capture_price,,157.87792899320647,EUR/MWh
DE,heating_space_load,demand_capture_rate,,1.6503506977250475,
DE,heating_space_load,demand_curtail,,0.9888544459970122,
DE,hydro_pumped_storage,capacity,,6400.0,MW
DE,hydro_pumped_storage,capacity_factor,,0.0,
DE,hydro_pumped_storage,capture_price,,67.6736070941594,EUR/MWh
DE,hydro_pumped_storage,capture_rate,,0.7074148071084878,
DE,hydro_pumped_storage,charge_capacity,,0.0,MW
DE,hydro_pumped_storage,costs,fixed_costs,0.0,EUR
DE,hydro_pumped_storage,costs,investment_costs,0.0,EUR
DE,hydro_pumped_storage,costs,variable_costs,0.0,EUR
DE,hydro_pumped_storage,curtail,,0.0,MWh
DE,hydro_pumped_storage,demand,,15763333.847969595,MWh
DE,hydro_pumped_storage,demand_capture_price,,18.116528537643543,EUR/MWh
DE,hydro_pumped_storage,demand_capture_rate,,0.1893781208248703,
DE,hydro_pumped_storage,demand_curtail,,inf,
DE,hydro_pumped_storage,energy_capacity,,37000.0,MW
DE,hydro_pumped_storage,generation,,12768300.416855374,MWh
DE,hydro_pumped_storage,new_capacity,,0.0,MW
DE,hydro_pumped_storage,new_charge_capacity,,0.0,MW
DE,hydro_pumped_storage,new_energy_capacity,,0.0,MW
DE,hydro_pumped_storage,retired_capacity,,0.0,MW
DE,hydro_pumped_storage,retired_charge_capacity,,0.0,MW
DE,hydro_pumped_storage,retired_energy_capacity,,0.0,MW
DE,hydrogen_CC_storage,capacity,,33925.64384,MW
DE,hydrogen_CC_storage,capacity_factor,,0.0,
DE,hydrogen_CC_storage,capture_price,,519.4850923268899,EUR/MWh
DE,hydrogen_CC_storage,capture_rate,,5.430351094967396,
DE,hydrogen_CC_storage,charge_capacity,,49929.36695,MW
DE,hydrogen_CC_storage,costs,fixed_costs,0.0,EUR
DE,hydrogen_CC_storage,costs,investment_costs,0.0,EUR
DE,hydrogen_CC_storage,costs,variable_costs,3007731281.4130344,EUR
DE,hydrogen_CC_storage,curtail,,0.0,MWh
DE,hydrogen_CC_storage,demand,,49550762.46149973,MWh
